index,fullpathname,classname,library,label,layer_number
391,new_version\k9mail\src\main\java\com\fsck\k9\preferences\SettingsImporter.ImportResults.java,ImportResults,k9mail,Information Holder,3.4.
392,new_version\k9mail\src\main\java\com\fsck\k9\preferences\SettingsImporter.Imported.java,Imported,k9mail,Information Holder,3.4.
393,new_version\k9mail\src\main\java\com\fsck\k9\preferences\SettingsImporter.ImportedAccount.java,ImportedAccount,k9mail,Information Holder,3.4.
394,new_version\k9mail\src\main\java\com\fsck\k9\preferences\SettingsImporter.ImportedFolder.java,ImportedFolder,k9mail,Information Holder,3.4.
395,new_version\k9mail\src\main\java\com\fsck\k9\preferences\SettingsImporter.ImportedIdentity.java,ImportedIdentity,k9mail,Information Holder,3.4.
396,new_version\k9mail\src\main\java\com\fsck\k9\preferences\SettingsImporter.ImportedServer.java,ImportedServer,k9mail,Information Holder,3.4.
397,new_version\k9mail\src\main\java\com\fsck\k9\preferences\SettingsImporter.ImportedServerSettings.java,ImportedServerSettings,k9mail,Information Holder,3.3.
398,new_version\k9mail\src\main\java\com\fsck\k9\preferences\SettingsImporter.ImportedSettings.java,ImportedSettings,k9mail,Information Holder,3.3.
399,new_version\k9mail\src\main\java\com\fsck\k9\preferences\SettingsImporter.java,SettingsImporter,k9mail,Service Provider,3.3.
400,new_version\k9mail\src\main\java\com\fsck\k9\preferences\Storage.java,Storage,k9mail,Structurer,3.3.
401,new_version\k9mail\src\main\java\com\fsck\k9\preferences\StorageEditor.java,StorageEditor,k9mail,Structurer,3.3.
402,new_version\k9mail\src\main\java\com\fsck\k9\preferences\TimePickerPreference.java,TimePickerPreference,k9mail,Interfacer,3.3.
403,new_version\k9mail\src\main\java\com\fsck\k9\power\DeviceIdleManager.NoOpDeviceIdleManager.java,NoOpDeviceIdleManager,k9mail,Service Provider,3.2.4.
404,new_version\k9mail\src\main\java\com\fsck\k9\power\DeviceIdleManager.RealDeviceIdleManager.java,RealDeviceIdleManager,k9mail,Service Provider,3.2.4.
405,new_version\k9mail\src\main\java\com\fsck\k9\power\DeviceIdleManager.java,DeviceIdleManager,k9mail,Service Provider,3.2.4.
406,new_version\k9mail\src\main\java\com\fsck\k9\power\DeviceIdleReceiver.java,DeviceIdleReceiver,k9mail,Coordinator,3.2.4.
407,new_version\k9mail\src\main\java\com\fsck\k9\power\DozeChecker.java,DozeChecker,k9mail,Coordinator,3.2.4.
408,new_version\k9mail\src\main\java\com\fsck\k9\notification\AddNotificationResult.java,AddNotificationResult,k9mail,Information Holder,1.2.
409,new_version\k9mail\src\main\java\com\fsck\k9\notification\AuthenticationErrorNotifications.java,AuthenticationErrorNotifications,k9mail,Coordinator,1.2.
410,new_version\k9mail\src\main\java\com\fsck\k9\notification\BaseNotifications.java,BaseNotifications,k9mail,Coordinator,1.2.
411,new_version\k9mail\src\main\java\com\fsck\k9\notification\CertificateErrorNotifications.java,CertificateErrorNotifications,k9mail,Coordinator,1.2.
412,new_version\k9mail\src\main\java\com\fsck\k9\notification\DeviceNotifications.java,DeviceNotifications,k9mail,Service Provider,1.2.
413,new_version\k9mail\src\main\java\com\fsck\k9\notification\LockScreenNotification.java,LockScreenNotification,k9mail,Coordinator,1.2.
414,new_version\k9mail\src\main\java\com\fsck\k9\notification\NewMailNotifications.java,NewMailNotifications,k9mail,Coordinator,1.2.
415,new_version\k9mail\src\main\java\com\fsck\k9\notification\NotificationActionCreator.java,NotificationActionCreator,k9mail,Service Provider,1.2.
416,new_version\k9mail\src\main\java\com\fsck\k9\notification\NotificationActionService.java,NotificationActionService,k9mail,Controller,1.2.
417,new_version\k9mail\src\main\java\com\fsck\k9\notification\NotificationContent.java,NotificationContent,k9mail,Information Holder,1.2.
418,new_version\k9mail\src\main\java\com\fsck\k9\notification\NotificationContentCreator.java,NotificationContentCreator,k9mail,Service Provider,1.2.
419,new_version\k9mail\src\main\java\com\fsck\k9\notification\NotificationController.java,NotificationController,k9mail,Controller,1.2.
420,new_version\k9mail\src\main\java\com\fsck\k9\notification\NotificationData.java,NotificationData,k9mail,Structurer,1.2.
421,new_version\k9mail\src\main\java\com\fsck\k9\notification\NotificationGroupKeys.java,NotificationGroupKeys,k9mail,Information Holder,1.2.
422,new_version\k9mail\src\main\java\com\fsck\k9\notification\NotificationHolder.java,NotificationHolder,k9mail,Information Holder,1.2.
423,new_version\k9mail\src\main\java\com\fsck\k9\notification\NotificationIds.java,NotificationIds,k9mail,Information Holder,1.2.
424,new_version\k9mail\src\main\java\com\fsck\k9\notification\RemoveNotificationResult.java,RemoveNotificationResult,k9mail,Information Holder,1.2.
425,new_version\k9mail\src\main\java\com\fsck\k9\notification\SendFailedNotifications.java,SendFailedNotifications,k9mail,Coordinator,1.2.
426,new_version\k9mail\src\main\java\com\fsck\k9\notification\SyncNotifications.java,SyncNotifications,k9mail,Coordinator,1.2.
427,new_version\k9mail\src\main\java\com\fsck\k9\notification\WearNotifications.java,WearNotifications,k9mail,Coordinator,1.2.
428,new_version\k9mail\src\main\java\com\fsck\k9\message\AutocryptStatusInteractor.RecipientAutocryptStatus.java,RecipientAutocryptStatus,k9mail,Information Holder,3.4.
429,new_version\k9mail\src\main\java\com\fsck\k9\message\AutocryptStatusInteractor.RecipientAutocryptStatusType.java,RecipientAutocryptStatusType,k9mail,Information Holder,3.4.
430,new_version\k9mail\src\main\java\com\fsck\k9\message\AutocryptStatusInteractor.java,AutocryptStatusInteractor,k9mail,Service Provider,3.3.
431,new_version\k9mail\src\main\java\com\fsck\k9\message\ComposePgpEnableByDefaultDecider.java,ComposePgpEnableByDefaultDecider,k9mail,Service Provider,3.3.
432,new_version\k9mail\src\main\java\com\fsck\k9\message\ComposePgpInlineDecider.java,ComposePgpInlineDecider,k9mail,Service Provider,3.3.
433,new_version\k9mail\src\main\java\com\fsck\k9\message\IdentityField.java,IdentityField,k9mail,Information Holder,3.4.
434,new_version\k9mail\src\main\java\com\fsck\k9\message\IdentityHeaderBuilder.java,IdentityHeaderBuilder,k9mail,Service Provider,3.3.
435,new_version\k9mail\src\main\java\com\fsck\k9\message\IdentityHeaderParser.java,IdentityHeaderParser,k9mail,Service Provider,3.3.
436,new_version\k9mail\src\main\java\com\fsck\k9\message\MessageBuilder.Callback.java,Callback,k9mail,Service Provider,3.3.
437,new_version\k9mail\src\main\java\com\fsck\k9\message\MessageBuilder.java,MessageBuilder,k9mail,Service Provider,3.3.
438,new_version\k9mail\src\main\java\com\fsck\k9\message\PgpMessageBuilder.java,PgpMessageBuilder,k9mail,Service Provider,3.3.
439,new_version\k9mail\src\main\java\com\fsck\k9\message\QuotedTextMode.java,QuotedTextMode,k9mail,Information Holder,3.4.
440,new_version\k9mail\src\main\java\com\fsck\k9\message\SimpleMessageBuilder.java,SimpleMessageBuilder,k9mail,Service Provider,3.3.
441,new_version\k9mail\src\main\java\com\fsck\k9\message\SimpleMessageFormat.java,SimpleMessageFormat,k9mail,Information Holder,3.4.
442,new_version\k9mail\src\main\java\com\fsck\k9\message\TextBodyBuilder.java,TextBodyBuilder,k9mail,Service Provider,3.3.
443,new_version\k9mail\src\main\java\com\fsck\k9\message\signature\HtmlSignatureRemover.StripSignatureFilter.java,StripSignatureFilter,k9mail,Service Provider,3.3.
444,new_version\k9mail\src\main\java\com\fsck\k9\message\signature\HtmlSignatureRemover.java,HtmlSignatureRemover,k9mail,Coordinator,3.3.
445,new_version\k9mail\src\main\java\com\fsck\k9\message\signature\TextSignatureRemover.java,TextSignatureRemover,k9mail,Service Provider,3.3.
446,new_version\k9mail\src\main\java\com\fsck\k9\message\quote\HtmlQuoteCreator.java,HtmlQuoteCreator,k9mail,Service Provider,3.3.
447,new_version\k9mail\src\main\java\com\fsck\k9\message\quote\InsertableHtmlContent.InsertionLocation.java,InsertionLocation,k9mail,Information Holder,3.4.
448,new_version\k9mail\src\main\java\com\fsck\k9\message\quote\InsertableHtmlContent.java,InsertableHtmlContent,k9mail,Information Holder,3.4.
449,new_version\k9mail\src\main\java\com\fsck\k9\message\quote\QuoteHelper.java,QuoteHelper,k9mail,Service Provider,3.3.
450,new_version\k9mail\src\main\java\com\fsck\k9\message\quote\TextQuoteCreator.java,TextQuoteCreator,k9mail,Service Provider,3.3.
451,new_version\k9mail\src\main\java\com\fsck\k9\message\html\BitcoinUriParser.java,BitcoinUriParser,k9mail,Service Provider,3.3.
452,new_version\k9mail\src\main\java\com\fsck\k9\message\html\EthereumUriParser.java,EthereumUriParser,k9mail,Service Provider,3.3.
453,new_version\k9mail\src\main\java\com\fsck\k9\message\html\HeadCleaner.CleaningVisitor.java,CleaningVisitor,k9mail,Structurer,3.4.
454,new_version\k9mail\src\main\java\com\fsck\k9\message\html\HeadCleaner.java,HeadCleaner,k9mail,Coordinator,3.3.
455,new_version\k9mail\src\main\java\com\fsck\k9\message\html\HtmlConverter.HtmlToTextTagHandler.java,HtmlToTextTagHandler,k9mail,Service Provider,3.3.
456,new_version\k9mail\src\main\java\com\fsck\k9\message\html\HtmlConverter.ListTagHandler.java,ListTagHandler,k9mail,Service Provider,3.3.
457,new_version\k9mail\src\main\java\com\fsck\k9\message\html\HtmlConverter.java,HtmlConverter,k9mail,Service Provider,3.3.
458,new_version\k9mail\src\main\java\com\fsck\k9\message\html\HtmlProcessor.java,HtmlProcessor,k9mail,Service Provider,3.3.
459,new_version\k9mail\src\main\java\com\fsck\k9\message\html\HtmlSanitizer.java,HtmlSanitizer,k9mail,Coordinator,3.3.
460,new_version\k9mail\src\main\java\com\fsck\k9\message\html\HttpUriParser.java,HttpUriParser,k9mail,Service Provider,3.3.
461,new_version\k9mail\src\main\java\com\fsck\k9\message\html\UriLinkifier.java,UriLinkifier,k9mail,Service Provider,3.3.
462,new_version\k9mail\src\main\java\com\fsck\k9\message\html\UriParser.java,UriParser,k9mail,Service Provider,3.3.
463,new_version\k9mail\src\main\java\com\fsck\k9\message\extractors\AttachmentCounter.java,AttachmentCounter,k9mail,Service Provider,3.3.
464,new_version\k9mail\src\main\java\com\fsck\k9\message\extractors\AttachmentInfoExtractor.java,AttachmentInfoExtractor,k9mail,Service Provider,3.3.
465,new_version\k9mail\src\main\java\com\fsck\k9\message\extractors\BodyTextExtractor.java,BodyTextExtractor,k9mail,Interfacer,3.3.
466,new_version\k9mail\src\main\java\com\fsck\k9\message\extractors\EncryptionDetector.java,EncryptionDetector,k9mail,Service Provider,3.3.
467,new_version\k9mail\src\main\java\com\fsck\k9\message\extractors\MessageFulltextCreator.java,MessageFulltextCreator,k9mail,Service Provider,3.3.
468,new_version\k9mail\src\main\java\com\fsck\k9\message\extractors\MessagePreviewCreator.java,MessagePreviewCreator,k9mail,Service Provider,3.3.
469,new_version\k9mail\src\main\java\com\fsck\k9\message\extractors\PreviewExtractionException.java,PreviewExtractionException,k9mail,Service Provider,3.3.
470,new_version\k9mail\src\main\java\com\fsck\k9\message\extractors\PreviewResult.PreviewType.java,PreviewType,k9mail,Information Holder,3.4.
471,new_version\k9mail\src\main\java\com\fsck\k9\message\extractors\PreviewResult.java,PreviewResult,k9mail,Information Holder,3.4.
472,new_version\k9mail\src\main\java\com\fsck\k9\message\extractors\PreviewTextExtractor.java,PreviewTextExtractor,k9mail,Service Provider,3.3.
473,new_version\k9mail\src\main\java\com\fsck\k9\message\extractors\TextPartFinder.java,TextPartFinder,k9mail,Service Provider,3.3.
474,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\AttachmentResolver.java,AttachmentResolver,k9mail,Service Provider,4.1.
475,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\AttachmentViewInfo.java,AttachmentViewInfo,k9mail,Information Holder,4.1.
476,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\BinaryAttachmentBody.java,BinaryAttachmentBody,k9mail,Service Provider,4.2.
477,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\CryptoResultAnnotation.CryptoError.java,CryptoError,k9mail,Information Holder,4.2.
478,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\CryptoResultAnnotation.java,CryptoResultAnnotation,k9mail,Information Holder,4.2.
479,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\DatabasePreviewType.java,DatabasePreviewType,k9mail,Information Holder,4.2.
480,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\DeferredFileBody.java,DeferredFileBody,k9mail,Service Provider,4.2.
481,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\FileBackedBody.java,FileBackedBody,k9mail,Information Holder,4.2.
482,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\LocalBodyPart.java,LocalBodyPart,k9mail,Information Holder,4.2.
483,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\LocalFolder.DataLocation.java,DataLocation,k9mail,Information Holder,4.2.
484,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\LocalFolder.MessagePartType.java,MessagePartType,k9mail,Information Holder,4.2.
485,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\LocalFolder.MoreMessages.java,MoreMessages,k9mail,Information Holder,4.2.
486,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\LocalFolder.PartContainer.java,PartContainer,k9mail,Information Holder,4.2.
487,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\LocalFolder.PreferencesHolder.java,PreferencesHolder,k9mail,Information Holder,4.2.
488,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\LocalFolder.java,LocalFolder,k9mail,Information Holder,4.2.
489,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\LocalMessage.java,LocalMessage,k9mail,Information Holder,4.2.
490,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\LocalMimeMessage.java,LocalMimeMessage,k9mail,Information Holder,4.2.
491,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\LocalPart.java,LocalPart,k9mail,Structurer,4.2.
492,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\LocalStore.java,LocalStore,k9mail,Service Provider,4.2.
493,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\LockableDatabase.DbCallback.java,DbCallback,k9mail,Coordinator,4.2.
494,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\LockableDatabase.SchemaDefinition.java,SchemaDefinition,k9mail,Service Provider,4.2.
495,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\LockableDatabase.StorageListener.java,StorageListener,k9mail,Service Provider,4.2.
496,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\LockableDatabase.WrappedException.java,WrappedException,k9mail,Service Provider,4.2.
497,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\LockableDatabase.java,LockableDatabase,k9mail,Service Provider,4.2.
498,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\MessageHelper.java,MessageHelper,k9mail,Service Provider,4.1.
499,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\MessageRemovalListener.java,MessageRemovalListener,k9mail,Service Provider,4.1.
500,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\MessageViewInfo.java,MessageViewInfo,k9mail,Information Holder,4.1.
501,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\MessageViewInfoExtractor.ViewableExtractedText.java,ViewableExtractedText,k9mail,Information Holder,4.1.
502,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\MessageViewInfoExtractor.java,MessageViewInfoExtractor,k9mail,Controller,4.1.
503,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\MimePartStreamParser.PartBuilder.java,PartBuilder,k9mail,Structurer,3.2.2.
504,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\MimePartStreamParser.java,MimePartStreamParser,k9mail,Service Provider,3.2.2.
505,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\StorageManager.ExternalStorageProvider.java,ExternalStorageProvider,k9mail,Information Holder,4.1.
506,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\StorageManager.FixedStorageProviderBase.java,FixedStorageProviderBase,k9mail,Information Holder,4.1.
507,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\StorageManager.HtcIncredibleStorageProvider.java,HtcIncredibleStorageProvider,k9mail,Information Holder,4.1.
508,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\StorageManager.InternalStorageProvider.java,InternalStorageProvider,k9mail,Information Holder,4.1.
509,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\StorageManager.SamsungGalaxySStorageProvider.java,SamsungGalaxySStorageProvider,k9mail,Information Holder,4.1.
510,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\StorageManager.StorageListener.java,StorageListener,k9mail,Structurer,4.1.
511,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\StorageManager.StorageProvider.java,StorageProvider,k9mail,Information Holder,4.1.
512,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\StorageManager.SynchronizationAid.java,SynchronizationAid,k9mail,Information Holder,4.1.
513,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\StorageManager.java,StorageManager,k9mail,Service Provider,4.1.
514,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\StoreSchemaDefinition.RealMigrationsHelper.java,RealMigrationsHelper,k9mail,Information Holder,4.2.
515,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\StoreSchemaDefinition.java,StoreSchemaDefinition,k9mail,Service Provider,4.2.
516,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\TempFileBody.java,TempFileBody,k9mail,Information Holder,4.2.
517,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\ThreadInfo.java,ThreadInfo,k9mail,Information Holder,4.2.
518,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\UnavailableStorageException.java,UnavailableStorageException,k9mail,Information Holder,4.1.
519,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\util\DeferredFileOutputStream.java,DeferredFileOutputStream,k9mail,Information Holder,4.2.
520,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\util\FileFactory.java,FileFactory,k9mail,Service Provider,4.2.
521,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\util\FlowedMessageUtils.java,FlowedMessageUtils,k9mail,Service Provider,4.2.
522,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\migrations\MigrationTo30.java,MigrationTo30,k9mail,Service Provider,3.2.4.
523,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\migrations\MigrationTo31.java,MigrationTo31,k9mail,Service Provider,3.2.4.
524,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\migrations\MigrationTo32.java,MigrationTo32,k9mail,Service Provider,3.2.4.
525,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\migrations\MigrationTo33.java,MigrationTo33,k9mail,Service Provider,3.2.4.
526,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\migrations\MigrationTo34.java,MigrationTo34,k9mail,Service Provider,3.2.4.
527,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\migrations\MigrationTo35.java,MigrationTo35,k9mail,Service Provider,3.2.4.
528,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\migrations\MigrationTo36.java,MigrationTo36,k9mail,Service Provider,3.2.4.
529,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\migrations\MigrationTo37.java,MigrationTo37,k9mail,Service Provider,3.2.4.
530,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\migrations\MigrationTo39.java,MigrationTo39,k9mail,Service Provider,3.2.4.
531,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\migrations\MigrationTo40.java,MigrationTo40,k9mail,Service Provider,3.2.4.
532,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\migrations\MigrationTo41.java,MigrationTo41,k9mail,Service Provider,3.2.4.
533,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\migrations\MigrationTo42.java,MigrationTo42,k9mail,Service Provider,3.2.4.
534,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\migrations\MigrationTo43.java,MigrationTo43,k9mail,Service Provider,3.2.4.
535,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\migrations\MigrationTo44.java,MigrationTo44,k9mail,Service Provider,3.2.4.
536,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\migrations\MigrationTo45.java,MigrationTo45,k9mail,Service Provider,3.2.4.
537,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\migrations\MigrationTo46.java,MigrationTo46,k9mail,Service Provider,3.2.4.
538,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\migrations\MigrationTo47.java,MigrationTo47,k9mail,Service Provider,3.2.4.
539,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\migrations\MigrationTo48.java,MigrationTo48,k9mail,Service Provider,3.2.4.
540,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\migrations\MigrationTo49.java,MigrationTo49,k9mail,Service Provider,3.2.4.
541,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\migrations\MigrationTo50.java,MigrationTo50,k9mail,Service Provider,3.2.4.
542,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\migrations\MigrationTo51.MimeStructureState.java,MimeStructureState,k9mail,Information Holder,3.2.4.
543,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\migrations\MigrationTo51.java,MigrationTo51,k9mail,Service Provider,3.2.4.
544,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\migrations\MigrationTo52.java,MigrationTo52,k9mail,Service Provider,3.2.4.
545,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\migrations\MigrationTo53.java,MigrationTo53,k9mail,Service Provider,3.2.4.
546,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\migrations\MigrationTo54.java,MigrationTo54,k9mail,Service Provider,3.2.4.
547,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\migrations\MigrationTo55.java,MigrationTo55,k9mail,Service Provider,3.2.4.
548,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\migrations\MigrationTo56.java,MigrationTo56,k9mail,Service Provider,3.2.4.
549,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\migrations\MigrationTo57.java,MigrationTo57,k9mail,Service Provider,3.2.4.
550,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\migrations\MigrationTo58.java,MigrationTo58,k9mail,Service Provider,3.2.4.
551,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\migrations\MigrationTo59.java,MigrationTo59,k9mail,Service Provider,3.2.4.
552,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\migrations\MigrationTo60.OldPendingCommand.java,OldPendingCommand,k9mail,Information Holder,3.2.4.
553,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\migrations\MigrationTo60.java,MigrationTo60,k9mail,Service Provider,3.2.4.
554,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\migrations\MigrationTo61.java,MigrationTo61,k9mail,Service Provider,3.2.4.
555,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\migrations\Migrations.java,Migrations,k9mail,Coordinator,3.2.4.
556,new_version\k9mail\src\main\java\com\fsck\k9\mailstore\migrations\MigrationsHelper.java,MigrationsHelper,k9mail,Structurer,3.2.4.
557,new_version\k9mail\src\main\java\com\fsck\k9\helper\ClipboardManager.java,ClipboardManager,k9mail,Service Provider,5.
558,new_version\k9mail\src\main\java\com\fsck\k9\helper\ContactItem.java,ContactItem,k9mail,Information Holder,5.
559,new_version\k9mail\src\main\java\com\fsck\k9\helper\ContactPicture.java,ContactPicture,k9mail,Service Provider,5.
560,new_version\k9mail\src\main\java\com\fsck\k9\helper\Contacts.java,Contacts,k9mail,Service Provider,5.
561,new_version\k9mail\src\main\java\com\fsck\k9\helper\EmailHelper.java,EmailHelper,k9mail,Service Provider,5.
562,new_version\k9mail\src\main\java\com\fsck\k9\helper\ExceptionHelper.java,ExceptionHelper,k9mail,Service Provider,5.
563,new_version\k9mail\src\main\java\com\fsck\k9\helper\FileBrowserHelper.FileBrowserFailOverCallback.java,FileBrowserFailOverCallback,k9mail,Service Provider,5.
564,new_version\k9mail\src\main\java\com\fsck\k9\helper\FileBrowserHelper.java,FileBrowserHelper,k9mail,Service Provider,5.
565,new_version\k9mail\src\main\java\com\fsck\k9\helper\FileHelper.java,FileHelper,k9mail,Service Provider,5.
566,new_version\k9mail\src\main\java\com\fsck\k9\helper\IdentityHelper.java,IdentityHelper,k9mail,Service Provider,5.
567,new_version\k9mail\src\main\java\com\fsck\k9\helper\K9AlarmManager.java,K9AlarmManager,k9mail,Coordinator,5.
568,new_version\k9mail\src\main\java\com\fsck\k9\helper\MailTo.CaseInsensitiveParamWrapper.java,CaseInsensitiveParamWrapper,k9mail,Service Provider,5.
569,new_version\k9mail\src\main\java\com\fsck\k9\helper\MailTo.java,MailTo,k9mail,Service Provider,5.
570,new_version\k9mail\src\main\java\com\fsck\k9\helper\MergeCursor.java,MergeCursor,k9mail,Service Provider,5.
571,new_version\k9mail\src\main\java\com\fsck\k9\helper\MergeCursorWithUniqueId.java,MergeCursorWithUniqueId,k9mail,Information Holder,5.
572,new_version\k9mail\src\main\java\com\fsck\k9\helper\MessageHelper.java,MessageHelper,k9mail,Service Provider,5.
573,new_version\k9mail\src\main\java\com\fsck\k9\helper\ParcelableUtil.java,ParcelableUtil,k9mail,Service Provider,5.
574,new_version\k9mail\src\main\java\com\fsck\k9\helper\Preconditions.java,Preconditions,k9mail,Service Provider,5.
575,new_version\k9mail\src\main\java\com\fsck\k9\helper\ReplyToParser.ReplyToAddresses.java,ReplyToAddresses,k9mail,Information Holder,5.
576,new_version\k9mail\src\main\java\com\fsck\k9\helper\ReplyToParser.java,ReplyToParser,k9mail,Service Provider,5.
577,new_version\k9mail\src\main\java\com\fsck\k9\helper\RetainFragment.java,RetainFragment,k9mail,Information Holder,5.
578,new_version\k9mail\src\main\java\com\fsck\k9\helper\SimpleTextWatcher.java,SimpleTextWatcher,k9mail,Service Provider,5.
579,new_version\k9mail\src\main\java\com\fsck\k9\helper\SizeFormatter.java,SizeFormatter,k9mail,Service Provider,5.
580,new_version\k9mail\src\main\java\com\fsck\k9\helper\UnreadWidgetProperties.Type.java,Type,k9mail,Information Holder,5.
581,new_version\k9mail\src\main\java\com\fsck\k9\helper\UnreadWidgetProperties.java,UnreadWidgetProperties,k9mail,Coordinator,5.
582,new_version\k9mail\src\main\java\com\fsck\k9\helper\UrlEncodingHelper.java,UrlEncodingHelper,k9mail,Service Provider,5.
583,new_version\k9mail\src\main\java\com\fsck\k9\helper\Utility.java,Utility,k9mail,Service Provider,5.
584,new_version\k9mail\src\main\java\com\fsck\k9\helper\jsoup\AdvancedNodeTraversor.FilterResult.java,FilterResult,k9mail,Information Holder,5.
585,new_version\k9mail\src\main\java\com\fsck\k9\helper\jsoup\AdvancedNodeTraversor.java,AdvancedNodeTraversor,k9mail,Service Provider,5.
586,new_version\k9mail\src\main\java\com\fsck\k9\helper\jsoup\NodeFilter.HeadFilterDecision.java,HeadFilterDecision,k9mail,Information Holder,5.
587,new_version\k9mail\src\main\java\com\fsck\k9\helper\jsoup\NodeFilter.TailFilterDecision.java,TailFilterDecision,k9mail,Information Holder,5.
588,new_version\k9mail\src\main\java\com\fsck\k9\helper\jsoup\NodeFilter.java,NodeFilter,k9mail,Service Provider,5.
589,new_version\k9mail\src\main\java\com\fsck\k9\fragment\AttachmentDownloadDialogFragment.AttachmentDownloadCancelListener.java,AttachmentDownloadCancelListener,k9mail,Interfacer,1.2.
590,new_version\k9mail\src\main\java\com\fsck\k9\fragment\AttachmentDownloadDialogFragment.java,AttachmentDownloadDialogFragment,k9mail,Interfacer,1.2.
591,new_version\k9mail\src\main\java\com\fsck\k9\fragment\ConfirmationDialogFragment.ConfirmationDialogFragmentListener.java,ConfirmationDialogFragmentListener,k9mail,Interfacer,1.2.
592,new_version\k9mail\src\main\java\com\fsck\k9\fragment\ConfirmationDialogFragment.java,ConfirmationDialogFragment,k9mail,Coordinator,1.2.
